city,id,last_name,official_sk,district_id,district_sk,name_formal,party,num_officials,first_name,chamber_id,gov_type,valid_from,links,chamber_type,state,valid_to
,196339,Reynolds-Jackson,194119,000000000015,10841,New Jersey General Assembly,Democrat,2,Verlina,4411,STATE,2018-02-15 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196161,Greenwald,16155,000000000006,10832,New Jersey General Assembly,Democrat,2,Louis,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196100,Pou,3064,000000000035,4654,New Jersey State Senate,Democrat,1,Nellie,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Atlantic City,9364,Schultz,9364,At Large,2007,Atlantic City Council,,3,John,1620,LOCAL,0001-01-01 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
,196330,Tucker,11625,000000000028,10854,New Jersey General Assembly,Democrat,2,Cleopatra,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Newark,200993,McIver,200993,Central,858716,Newark City Council,,1,LaMonica,4564,LOCAL,2018-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
Atlantic City,14797,Robinson,14797,At Large,2007,Atlantic City Council,,3,Eugene,1620,LOCAL,0001-01-01 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Atlantic City,200376,Gilliam,5972,ATLANTIC CITY,128,Atlantic City Mayor,Democrat,1,Frank,358,LOCAL,2018-01-01 00:00:00+00,182904,EXEC,NJ,2022-01-01 00:00:00+00
,11350,Ryan,11350,000000000036,10862,New Jersey General Assembly,Democrat,2,Kevin,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
,196167,Houghtaling,121717,000000000011,10837,New Jersey General Assembly,Democrat,2,Eric,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Paterson,198796,Williams-Warren,198796,PATERSON,859089,Paterson Mayor,,1,Jane,4579,LOCAL,2017-10-02 00:00:00+00,#,EXEC,NJ,2018-07-01 00:00:00+00
Jersey City,129084,Ramchal,69703,B,2306,Jersey City City Council,,1,Khemraj,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2016-05-01 00:00:00+00
,161409,VACANT,161409,000000000040,10866,New Jersey General Assembly,,2,VACANT,4411,STATE,2016-11-01 00:00:00+00,#,LOWER,NJ,2016-12-12 00:00:00+00
Atlantic City,192080,Shabazz,123035,000000000003,864,Atlantic City Council,Democrat,1,Kaleem,1620,LOCAL,2016-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,198743,Mejia,198741,000000000032,10858,New Jersey General Assembly,Democrat,2,Pedro,4411,STATE,2018-04-01 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196097,Sacco,5756,000000000032,4651,New Jersey State Senate,Democrat,1,Nicholas,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,196171,Howarth,121699,000000000008,10834,New Jersey General Assembly,Republican,2,Joe,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,78349,Chivukula,7852,000000000017,10843,New Jersey General Assembly,Democrat,2,Upendra,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-10-16 00:00:00+00
,196130,Andrzejczak,62973,000000000001,10827,New Jersey General Assembly,Democrat,2,Bob,4411,STATE,2013-03-21 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,17415,Saxton,17415,000000000003,1496,United States House of Representatives,Republican,0,Hugh,4507,NATIONAL,0001-01-01 00:00:00+00,#,LOWER,NJ,2009-01-03 00:00:00+00
,196188,Lopez,183570,000000000019,10845,New Jersey General Assembly,Democrat,2,Yvonne,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Newark,200990,Baraka,173947,At Large,858595,Newark Mayor,,1,Ras,4563,LOCAL,2014-07-01 00:00:00+00,#,EXEC,NJ,2022-07-01 00:00:00+00
,197449,Pennacchio,14057,000000000026,4644,New Jersey State Senate,Republican,1,Joseph,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,121767,O'Donnell,13401,000000000031,10857,New Jersey General Assembly,Democrat,2,Jason,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,1930,Rooney,1930,000000000039,10865,New Jersey General Assembly,Republican,2,John,4411,STATE,0001-01-01 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
Woodbridge,177187,Dalina,173599,2,858730,Woodbridge Township Council,,1,Richard,4297,LOCAL,2014-01-01 00:00:00+00,#,LOWER,NJ,2018-01-01 00:00:00+00
,200245,Pallone,3901,000000000006,757334,United States House of Representatives,Democrat,1,Frank,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
Paterson,176922,Khalique,174010,2,858851,Paterson City Council,,1,Shahin,4618,LOCAL,2016-07-01 00:00:00+00,#,LOWER,NJ,2020-07-01 00:00:00+00
,196293,Rumpf,13294,000000000009,10835,New Jersey General Assembly,Republican,2,Brian,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Elizabeth,195708,Grova,174878,At Large,858472,Elizabeth City Council,,1,Manny,4383,LOCAL,2012-02-05 00:00:00+00,#,LOWER,NJ,2021-01-01 00:00:00+00
,121720,Angelini,12415,000000000011,10837,New Jersey General Assembly,Republican,2,Mary Pat,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,196099,Gill,11363,000000000034,4653,New Jersey State Senate,Democrat,1,Nia,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,196132,Benson,10173,000000000014,10840,New Jersey General Assembly,Democrat,2,Daniel,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196088,Oroho,16210,000000000024,4641,New Jersey State Senate,Republican,1,Steven,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Atlantic City,123043,Mancuso,14649,000000000006,1580,Atlantic City Council,Democrat,1,Timothy,1620,LOCAL,2012-01-02 00:00:00+00,#,LOWER,NJ,2016-01-01 00:00:00+00
,13313,Adler,13313,000000000006,4621,New Jersey State Senate,Democrat,1,John,2363,STATE,0001-01-01 00:00:00+00,#,UPPER,NJ,2012-01-10 00:00:00+00
,186616,Rodriguez-Gregg,67064,000000000008,10834,New Jersey General Assembly,Republican,2,Maria,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2018-01-09 00:00:00+00
,196301,Thomson,180297,000000000030,10856,New Jersey General Assembly,Republican,2,Edward,4411,STATE,2017-08-24 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196187,Land,121680,000000000001,10827,New Jersey General Assembly,Democrat,2,R.,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,198701,VACANT,198701,000000000022,10848,New Jersey General Assembly,,2,VACANT,4411,STATE,2018-04-18 00:00:00+00,#,LOWER,NJ,
Paterson,176924,Cotton,174013,4,858977,Paterson City Council,,1,Ruby,4618,LOCAL,2012-07-01 00:00:00+00,#,LOWER,NJ,2020-07-01 00:00:00+00
Newark,200999,McCallum,173942,West,858906,Newark City Council,,1,Joseph,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
,196186,Lampitt,8961,000000000006,10832,New Jersey General Assembly,Democrat,2,Pamela,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Atlantic City,192081,Small,16482,000000000002,615,Atlantic City Council,Democrat,1,Marty,1620,LOCAL,2012-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,7525,VACANT,7525,000000000033,10859,New Jersey General Assembly,,2,VACANT,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-01 00:00:00+00
,196192,McKnight,121765,000000000031,10857,New Jersey General Assembly,Democrat,2,Angela,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196265,Munoz,3297,000000000021,10847,New Jersey General Assembly,Republican,2,Nancy,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,6445,VACANT,6445,000000000007,10833,New Jersey General Assembly,,2,VACANT,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2012-01-14 00:00:00+00
,196335,Wolfe,1342,000000000010,10836,New Jersey General Assembly,Republican,2,David,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,194127,VACANT,194122,000000000036,10862,New Jersey General Assembly,,2,VACANT,4411,STATE,2018-01-16 00:00:00+00,#,LOWER,NJ,2018-02-08 00:00:00+00
,159804,Frelinghuysen,13343,000000000011,757339,United States House of Representatives,Republican,1,Rodney,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
,196267,Murphy,183546,000000000007,10833,New Jersey General Assembly,Democrat,2,Carol,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Jersey City,197146,Prinz-Arey,189464,B,2306,Jersey City City Council,,1,Mira,4225,LOCAL,2018-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,121747,Stender,7559,000000000022,10848,New Jersey General Assembly,Democrat,2,Linda,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
Atlantic City,192076,Delgado,5555,At Large,2007,Atlantic City Council,,3,Moisse,1620,LOCAL,2010-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Newark,200997,Quintana,173937,At Large,858595,Newark City Council,,1,Lus,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
,196154,Downey,121718,000000000011,10837,New Jersey General Assembly,Democrat,2,Joann,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,186295,Pascrell,15380,000000000009,757337,United States House of Representatives,Democrat,1,William,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
Jersey City,194226,Rivera,69701,At Large,2131,Jersey City City Council,,3,Daniel,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,182010,Lesniak,5691,000000000020,4636,New Jersey State Senate,Democrat,1,Raymond,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2018-01-09 00:00:00+00
,183877,MacArthur,86369,000000000003,757331,United States House of Representatives,Republican,1,Tom,4507,NATIONAL,2015-01-06 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
Jersey City,194224,Lavarro,69699,At Large,2131,Jersey City City Council,,3,Rolando,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Elizabeth,195710,Gallman,174882,5,858441,Elizabeth City Council,,1,William,4383,LOCAL,2015-01-01 00:00:00+00,#,LOWER,NJ,2019-01-01 00:00:00+00
Atlantic City,197120,Fauntleroy,182908,At Large,2007,Atlantic City Council,,3,Jeffree,1620,LOCAL,2018-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Woodbridge,197123,Bauer,182762,2,858730,Woodbridge Township Council,Democrat,1,Harold,4297,LOCAL,2018-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Jersey City,178639,Coleman,69707,F,2347,Jersey City City Council,,1,Diane,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2016-12-31 00:00:00+00
,196914,Oliver,15033,NJ,533,New Jersey Lieutenant Governor,Democrat,2,Sheila,2580,STATE,2018-01-15 00:00:00+00,183811,EXEC,NJ,2022-01-18 00:00:00+00
,196299,Sumter,16141,000000000035,10861,New Jersey General Assembly,Democrat,2,Shavonda,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,200468,DiMaio,10176,000000000023,10849,New Jersey General Assembly,Republican,2,John,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,88124,VACANT,70070,000000000001,757329,United States House of Representatives,,1,VACANT,4507,NATIONAL,2014-02-18 00:00:00+00,#,LOWER,NJ,2014-11-12 00:00:00+00
Jersey City,178676,Osborne,69706,E,2334,Jersey City City Council,,1,Candice,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2018-01-01 00:00:00+00
,180285,Whelan,14637,000000000002,4616,New Jersey State Senate,Democrat,1,Jim,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2017-08-22 00:00:00+00
,200342,Chaparro,121768,000000000033,10859,New Jersey General Assembly,Democrat,2,Annette,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196085,Kean,15076,000000000021,4637,New Jersey State Senate,Republican,1,Thomas,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,196089,Bucco,7147,000000000025,4642,New Jersey State Senate,Republican,1,Anthony,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,121740,Cryan,973,000000000020,10846,New Jersey General Assembly,Democrat,2,Joseph,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2015-01-21 00:00:00+00
Woodbridge,192112,Spillar,173677,3,858774,Woodbridge Township Council,,1,Cory,4297,LOCAL,2015-08-04 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,198740,VACANT,196103,000000000038,4657,New Jersey State Senate,,1,VACANT,2363,STATE,2018-04-04 00:00:00+00,#,UPPER,NJ,2018-04-12 00:00:00+00
,194123,Caride,12641,000000000036,10862,New Jersey General Assembly,Democrat,2,Marlene,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2018-01-16 00:00:00+00
,15928,Quigley,15928,000000000032,10858,New Jersey General Assembly,Democrat,2,Joan,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
,196166,Holley,121739,000000000020,10846,New Jersey General Assembly,Democrat,2,Jamel,4411,STATE,2015-01-21 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,59,Merkt,59,000000000025,10851,New Jersey General Assembly,Republican,2,Richard,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
,109965,VACANT,109965,000000000015,10841,New Jersey General Assembly,,2,VACANT,4411,STATE,2015-01-06 00:00:00+00,#,LOWER,NJ,2015-02-05 00:00:00+00
Atlantic City,123042,Malik,93,000000000005,1395,Atlantic City Council,Democrat,1,Rizwan,1620,LOCAL,2012-01-02 00:00:00+00,#,LOWER,NJ,2016-01-01 00:00:00+00
Paterson,176923,McKoy,174012,3,858850,Paterson City Council,,1,William,4618,LOCAL,2012-03-05 00:00:00+00,#,LOWER,NJ,2020-07-01 00:00:00+00
,7194,Casagrande,7194,000000000012,10838,New Jersey General Assembly,Republican,2,Caroline,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Atlantic City,178,Mason,178,000000000005,1395,Atlantic City Council,,1,Dennis,1620,LOCAL,0001-01-01 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Jersey City,1943,Spinello,1943,B,2306,Jersey City City Council,,1,Mary,4225,LOCAL,2005-07-01 00:00:00+00,#,LOWER,NJ,2009-06-30 00:00:00+00
Edison,192098,Diehl,173883,At Large,859203,Edison Township Council,,1,Robert,4341,LOCAL,2013-12-31 00:00:00+00,#,LOWER,NJ,2021-12-31 00:00:00+00
Jersey City,48424,Healy,10551,JERSEY CITY,323,Jersey City Mayor,,1,Jerramiah,4227,LOCAL,2009-07-01 00:00:00+00,#,EXEC,NJ,2013-06-30 00:00:00+00
,15267,DiCicco,15267,000000000004,10830,New Jersey General Assembly,Republican,2,Domenick,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2012-03-05 00:00:00+00
,90139,VACANT,82520,000000000005,4620,New Jersey State Senate,,1,VACANT,2363,STATE,2014-11-13 00:00:00+00,#,UPPER,NJ,2014-12-15 00:00:00+00
,9042,Kean,9042,000000000011,4626,New Jersey State Senate,Republican,1,Sean,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,0001-01-02 00:00:00+00
,23217,Payne,17869,000000000010,1483,United States House of Representatives,Democrat,0,Donald,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2012-03-06 00:00:00+00
,198735,VACANT,198733,000000000038,10864,New Jersey General Assembly,,2,VACANT,4411,STATE,2018-04-12 00:00:00+00,#,LOWER,NJ,
,196278,Pintor Marin,67109,000000000029,10855,New Jersey General Assembly,Democrat,2,Eliana,4411,STATE,2013-09-11 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,121766,Mainor,8794,000000000031,10857,New Jersey General Assembly,Democrat,2,Charles,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
Newark,200996,Osborne,173936,At Large,858595,Newark City Council,,1,Eddie,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
,197962,LoBiondo,7217,000000000002,757330,United States House of Representatives,Republican,1,Frank,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
,196159,Gove,894,000000000009,10835,New Jersey General Assembly,Republican,2,DiAnne,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,3661,Holt,3661,000000000012,1488,United States House of Representatives,Democrat,0,Rush,4507,NATIONAL,2009-01-03 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,196098,Stack,4225,000000000033,4652,New Jersey State Senate,Democrat,1,Brian,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Jersey City,55912,Fulop,10555,E,2334,Jersey City City Council,,1,Steven,4225,LOCAL,2009-07-01 00:00:00+00,194234,LOWER,NJ,2013-07-01 00:00:00+00
,196093,Ruiz,11599,000000000029,4647,New Jersey State Senate,Democrat,1,M.,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Atlantic City,7751,Evans,7751,ATLANTIC CITY,128,Atlantic City Mayor,,1,Scott,358,LOCAL,0001-01-01 00:00:00+00,#,EXEC,NJ,0001-01-02 00:00:00+00
,63031,Ramos,1939,000000000033,10859,New Jersey General Assembly,Democrat,2,Ruben,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
,175160,Wisniewski,13094,000000000019,10845,New Jersey General Assembly,Democrat,2,John,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2018-01-09 00:00:00+00
,196193,Moriarty,15710,000000000004,10830,New Jersey General Assembly,Democrat,2,Paul,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,9548,Vas,9548,000000000019,10845,New Jersey General Assembly,Democrat,2,Joseph,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
,6692,Girgenti,6692,000000000035,4654,New Jersey State Senate,Democrat,1,John,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,0001-01-02 00:00:00+00
,127723,Barnes,16722,000000000018,4634,New Jersey State Senate,Democrat,1,Peter,2363,STATE,2014-01-14 00:00:00+00,67084,UPPER,NJ,2016-04-25 00:00:00+00
Jersey City,55905,Sottolano,12896,A,1963,Jersey City City Council,,1,Michael,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
Newark,197822,Jenkins,173938,Central,858716,Newark City Council,,1,Gayle,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2018-07-01 00:00:00+00
,2757,Nardello,2757,000000000008,10834,New Jersey General Assembly,Republican,2,Gerry,4411,STATE,2011-11-21 00:00:00+00,#,LOWER,NJ,2012-01-10 00:00:00+00
Jersey City,199253,Watterman,69700,At Large,2131,Jersey City City Council,,3,Joyce,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,196298,Speight,183584,000000000029,10855,New Jersey General Assembly,Democrat,2,Shanique,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Paterson,201002,Davila,174033,At Large,858475,Paterson City Council,,1,Maritza,4618,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
,196180,Johnson,4416,000000000037,10863,New Jersey General Assembly,Democrat,2,Gordon,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,183811,Oliver,15033,000000000034,10860,New Jersey General Assembly,Democrat,2,Sheila,4411,STATE,2012-01-10 00:00:00+00,196914,LOWER,NJ,2018-01-15 00:00:00+00
,128549,Diegnan,11643,000000000018,10844,New Jersey General Assembly,Democrat,2,Patrick,4411,STATE,2012-01-10 00:00:00+00,200343,LOWER,NJ,2016-05-10 00:00:00+00
,63050,Wagner,628,000000000038,10864,New Jersey General Assembly,Democrat,2,Concetta,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
,196150,DiMaso,183547,000000000013,10839,New Jersey General Assembly,Republican,2,Serena,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196128,Armato,183545,000000000002,10828,New Jersey General Assembly,Democrat,2,John,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Jersey City,55909,Donnelly,3855,B,2306,Jersey City City Council,,1,David,4225,LOCAL,2009-10-14 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,201196,Gottheimer,137183,000000000005,757333,United States House of Representatives,Democrat,1,Joshua,4507,NATIONAL,2017-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
,196281,Mukherji,67111,000000000033,10859,New Jersey General Assembly,Democrat,2,Raj,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196146,DeAngelo,189,000000000014,10840,New Jersey General Assembly,Democrat,2,Wayne,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Paterson,201003,Rivera,201003,At Large,858475,Paterson City Council,,1,Flavio,4618,LOCAL,2018-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
Jersey City,55908,Vega,7698,At Large,2131,Jersey City City Council,,3,Mariano,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,82518,Norcross,11762,000000000005,4620,New Jersey State Senate,Democrat,1,Donald,2363,STATE,2012-01-10 00:00:00+00,159788,UPPER,NJ,2014-11-13 00:00:00+00
Jersey City,197147,Ridley,189463,A,1963,Jersey City City Council,,1,Denise,4225,LOCAL,2018-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,200632,Schepisi,3580,000000000039,10865,New Jersey General Assembly,Republican,2,Holly,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Edison,192084,Lankey,173887,At Large,859203,Mayor of Edison Township,,1,Thomas,4488,LOCAL,2013-12-31 00:00:00+00,#,EXEC,NJ,2021-12-31 00:00:00+00
