city,id,last_name,official_sk,district_id,district_sk,name_formal,party,num_officials,first_name,chamber_id,gov_type,valid_from,links,chamber_type,state,valid_to
,196136,Calabrese,194126,000000000036,10862,New Jersey General Assembly,Democrat,2,Clinton,4411,STATE,2018-02-08 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196334,Wirths,183583,000000000024,10850,New Jersey General Assembly,Republican,2,Harold,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196162,Gusciora,7684,000000000015,10841,New Jersey General Assembly,Democrat,2,Reed,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196070,Gopal,183512,000000000011,4626,New Jersey State Senate,Democrat,1,Vin,2363,STATE,2018-01-09 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,121686,Riley,2418,000000000003,10829,New Jersey General Assembly,Democrat,2,Celeste,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2015-01-02 00:00:00+00
,27116,Baroni,2122,000000000014,4630,New Jersey State Senate,Republican,1,Bill,2363,STATE,2008-01-08 00:00:00+00,#,UPPER,NJ,2012-01-10 00:00:00+00
,196102,Weinberg,9661,000000000037,4656,New Jersey State Senate,Democrat,1,Loretta,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,188988,Singleton,16762,000000000007,10833,New Jersey General Assembly,Democrat,2,Troy,4411,STATE,2012-01-10 00:00:00+00,196054,LOWER,NJ,2018-01-09 00:00:00+00
Jersey City,194234,Fulop,10555,JERSEY CITY,323,Jersey City Mayor,,1,Steven,4227,LOCAL,2013-07-01 00:00:00+00,55912,EXEC,NJ,2022-01-01 00:00:00+00
,196144,Dancer,11647,000000000012,10838,New Jersey General Assembly,Republican,2,Ronald,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,623,Evans,623,000000000035,10861,New Jersey General Assembly,Democrat,2,Elease,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Edison,192099,Coyle,173882,At Large,859203,Edison Township Council,,1,Joseph,4341,LOCAL,2015-12-31 00:00:00+00,#,LOWER,NJ,2019-12-31 00:00:00+00
,186597,Beck,5793,000000000011,4626,New Jersey State Senate,Republican,1,Jennifer,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2018-01-09 00:00:00+00
,196333,Wimberly,2465,000000000035,10861,New Jersey General Assembly,Democrat,2,Benjie,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196268,Peters,190948,000000000008,10834,New Jersey General Assembly,Republican,2,Ryan,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,2821,Runyan,2821,000000000003,1496,United States House of Representatives,Republican,0,Jon,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,27123,Roberts,9385,000000000005,10831,New Jersey General Assembly,Democrat,2,Joseph,4411,STATE,2006-01-12 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
Jersey City,178678,Gadsden,134400,B,2306,Jersey City City Council,,1,Chris,4225,LOCAL,2016-11-21 00:00:00+00,#,LOWER,NJ,2018-01-01 00:00:00+00
,196189,Mazzeo,67132,000000000002,10828,New Jersey General Assembly,Democrat,2,Vincent,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196294,Schaer,4356,000000000036,10862,New Jersey General Assembly,Democrat,2,Gary,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196138,Carroll,16520,000000000025,10851,New Jersey General Assembly,Republican,2,Michael,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Woodbridge,192116,Ficarra,173681,At Large,858528,Woodbridge Township Council,,1,Gregg,4297,LOCAL,2012-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,121731,Simon,21023,000000000016,10842,New Jersey General Assembly,Republican,2,Donna,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,62976,Milam,4232,000000000001,10827,New Jersey General Assembly,Democrat,2,Matthew,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2013-02-28 00:00:00+00
,70090,Amodeo,5531,000000000002,10828,New Jersey General Assembly,Republican,2,John,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
,196163,Handlin,15810,000000000013,10839,New Jersey General Assembly,Republican,2,Amy,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Elizabeth,198828,Cedeño,174881,4,858442,Elizabeth City Council,,1,Carlos,4383,LOCAL,2012-01-01 00:00:00+00,#,LOWER,NJ,2019-01-01 00:00:00+00
,103973,Garrett,12637,000000000005,757333,United States House of Representatives,Republican,1,Scott,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2017-01-03 00:00:00+00
,14701,Beck,14701,000000000012,4627,New Jersey State Senate,Republican,1,Jennifer,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,0001-01-02 00:00:00+00
,171112,Watson,133851,000000000029,10855,New Jersey General Assembly,Democrat,2,Blonnie,4411,STATE,2016-07-21 00:00:00+00,#,LOWER,NJ,2018-01-09 00:00:00+00
,5991,Ciesla,5991,000000000010,4625,New Jersey State Senate,Republican,1,Andrew,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,0001-01-02 00:00:00+00
Atlantic City,192078,Cheng,123036,000000000005,1395,Atlantic City Council,Democrat,1,Chuen,1620,LOCAL,2016-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,18057,Rodriguez,18057,000000000033,10859,New Jersey General Assembly,Democrat,2,Caridad,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2012-01-10 00:00:00+00
,182003,Kyrillos,17966,000000000013,4629,New Jersey State Senate,Republican,1,Joseph,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2018-01-09 00:00:00+00
Elizabeth,195705,Bollwage,174875,ELIZABETH,859069,Mayor of Elizabeth,,1,J.,4525,LOCAL,2012-02-05 00:00:00+00,#,EXEC,NJ,2021-01-01 00:00:00+00
,27119,Haines,4819,000000000008,4623,New Jersey State Senate,Republican,1,Phil,2363,STATE,2008-01-08 00:00:00+00,#,UPPER,NJ,2012-01-10 00:00:00+00
,196135,Burzichelli,3948,000000000003,10829,New Jersey General Assembly,Democrat,2,John,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Edison,192097,Gomez,173881,At Large,859203,Edison Township Council,,1,Alvaro,4341,LOCAL,2013-12-31 00:00:00+00,#,LOWER,NJ,2021-12-31 00:00:00+00
,92915,Holt,3661,000000000012,757340,United States House of Representatives,Democrat,1,Rush,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2015-01-06 00:00:00+00
,179470,Booker,64567,NJ,47,United States Senate,Democrat,2,Cory,2675,NATIONAL,2013-10-31 00:00:00+00,#,UPPER,NJ,2021-01-03 00:00:00+00
Atlantic City,192079,Marsh,15107,000000000004,1153,Atlantic City Council,Democrat,1,William,1620,LOCAL,2012-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,17741,Conners,17741,000000000007,10833,New Jersey General Assembly,Democrat,2,Jack,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2012-01-10 00:00:00+00
,180296,VACANT,180294,000000000030,10856,New Jersey General Assembly,,2,VACANT,4411,STATE,2017-07-17 00:00:00+00,#,LOWER,NJ,2017-08-24 00:00:00+00
,199701,DeCroce,19125,000000000026,10852,New Jersey General Assembly,Republican,2,BettyLou,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,4986,Munoz,4986,000000000021,10847,New Jersey General Assembly,Republican,2,Eric,4411,STATE,2008-01-01 00:00:00+00,#,LOWER,NJ,2009-03-30 00:00:00+00
,1339,VACANT,1339,000000000026,10852,New Jersey General Assembly,,2,VACANT,4411,STATE,0001-01-01 00:00:00+00,#,LOWER,NJ,2012-01-14 00:00:00+00
,196173,Jasey,17977,000000000027,10853,New Jersey General Assembly,Democrat,2,Mila,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Jersey City,55906,Brennan,13001,At Large,2131,Jersey City City Council,,3,Peter,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,196273,Pinkin,67083,000000000018,10844,New Jersey General Assembly,Democrat,2,Nancy,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,198870,Zwicker,127698,000000000016,10842,New Jersey General Assembly,Democrat,2,Andrew,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196129,Auth,67127,000000000039,10865,New Jersey General Assembly,Republican,2,Robert,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196096,Cunningham,16455,000000000031,4650,New Jersey State Senate,Democrat,1,Sandra,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,12204,Goodwin,12204,000000000014,4630,New Jersey State Senate,Republican,1,Thomas,2363,STATE,2010-01-14 00:00:00+00,#,UPPER,NJ,0001-01-02 00:00:00+00
,196190,McGuckin,10019,000000000010,10836,New Jersey General Assembly,Republican,2,Gregory,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,21019,Addiego,11731,000000000008,10834,New Jersey General Assembly,Republican,2,Dawn Marie,4411,STATE,2008-01-12 00:00:00+00,#,LOWER,NJ,2012-01-10 00:00:00+00
,7217,LoBiondo,7217,000000000002,1501,United States House of Representatives,Republican,0,Frank,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,196046,Madden,12712,000000000004,4619,New Jersey State Senate,Democrat,1,Fred,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Newark,200992,Amador,173939,East,858886,Newark City Council,,1,Augusto,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
Woodbridge,192117,Small,181227,At Large,858528,Woodbridge Township Council,,1,Brian,4297,LOCAL,2016-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
,196183,Kean,7267,000000000030,10856,New Jersey General Assembly,Republican,2,Sean,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,167979,Brown,80897,000000000002,10828,New Jersey General Assembly,Republican,2,Chris,4411,STATE,2012-01-10 00:00:00+00,196043,LOWER,NJ,2018-01-09 00:00:00+00
,3901,Pallone,3901,000000000006,1491,United States House of Representatives,Democrat,0,Frank,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,11499,Corzine,11499,NJ,533,New Jersey Governor,Democrat,2,Jon,4434,STATE,2006-01-17 00:00:00+00,#,EXEC,NJ,2010-01-19 00:00:00+00
,5928,DeCroce,5928,000000000026,10852,New Jersey General Assembly,Republican,2,Alex,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
,196332,Webber,782,000000000026,10852,New Jersey General Assembly,Republican,2,Jay,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,90288,Fiocchi,78109,000000000001,10827,New Jersey General Assembly,Republican,2,Samuel,4411,STATE,2014-01-14 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,196043,Brown,80897,000000000002,4616,New Jersey State Senate,Republican,1,Chris,2363,STATE,2018-01-09 00:00:00+00,167979,UPPER,NJ,2022-01-11 00:00:00+00
,196913,Murphy,183623,NJ,533,New Jersey Governor,Democrat,2,Philip,4434,STATE,2018-01-15 00:00:00+00,#,EXEC,NJ,2022-01-18 00:00:00+00
,11410,Coyle,11410,000000000016,10842,New Jersey General Assembly,Republican,2,Denise,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Woodbridge,192104,Drumm,173676,1,858504,Woodbridge Township Council,,1,Nancy,4297,LOCAL,2014-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,196104,Gordon,583,000000000038,4657,New Jersey State Senate,Democrat,1,Robert,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2018-04-04 00:00:00+00
Paterson,176925,Velez,174016,5,858827,Paterson City Council,,1,Luis,4618,LOCAL,2016-07-01 00:00:00+00,#,LOWER,NJ,2020-07-01 00:00:00+00
,196184,Kennedy,121742,000000000022,10848,New Jersey General Assembly,Democrat,2,James,4411,STATE,2016-01-12 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196145,Danielsen,78348,000000000017,10843,New Jersey General Assembly,Democrat,2,Joe,4411,STATE,2014-10-16 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Newark,200998,James,173941,South,858887,Newark City Council,,1,John,4564,LOCAL,2014-07-01 00:00:00+00,#,LOWER,NJ,2022-07-01 00:00:00+00
,12637,Garrett,12637,000000000005,1469,United States House of Representatives,Republican,0,Scott,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,121707,Brown,7812,000000000008,10834,New Jersey General Assembly,Republican,2,Christopher ,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,196148,DePhillips,183603,000000000040,10866,New Jersey General Assembly,Republican,2,Christopher,4411,STATE,2018-01-09 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,5000,Smith,5000,000000000004,1493,United States House of Representatives,Republican,0,Christopher,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
Jersey City,55911,Gaughan,2824,D,2328,Jersey City City Council,,1,William,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,188736,Ciattarelli,10236,000000000016,10842,New Jersey General Assembly,Republican,2,Jack,4411,STATE,2012-12-05 00:00:00+00,#,LOWER,NJ,2018-01-09 00:00:00+00
Jersey City,197148,Solomon,189468,E,2334,Jersey City City Council,,1,James,4225,LOCAL,2018-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Atlantic City,123033,Langford,2796,ATLANTIC CITY,128,Atlantic City Mayor,,1,Lorenzo,358,LOCAL,2008-12-01 00:00:00+00,#,EXEC,NJ,2014-01-01 00:00:00+00
,162305,Sires,12040,000000000008,757336,United States House of Representatives,Democrat,1,Albio,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
Jersey City,55910,Lopez,5100,C,2314,Jersey City City Council,,1,Nidia,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,67108,Coutinho,4406,000000000029,10855,New Jersey General Assembly,Democrat,2,Alberto,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2013-09-11 00:00:00+00
Jersey City,195124,Yun,69705,D,2328,Jersey City City Council,,1,Michael,4225,LOCAL,2013-07-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,133840,Spencer,11220,000000000029,10855,New Jersey General Assembly,Democrat,2,L. Grace,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-07-02 00:00:00+00
Woodbridge,192113,Meehan,173675,5,858503,Woodbridge Township Council,,1,Debbie,4297,LOCAL,2016-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
Paterson,198795,Torres,174006,PATERSON,859089,Paterson Mayor,,1,Jose,4579,LOCAL,2012-03-05 00:00:00+00,#,EXEC,NJ,2017-10-02 00:00:00+00
,196057,Connors,18249,000000000009,4624,New Jersey State Senate,Republican,1,Christopher,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,16006,Polistina,16006,000000000002,10828,New Jersey General Assembly,Republican,2,Vince,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
,196076,Turner,4196,000000000015,4631,New Jersey State Senate,Democrat,1,Shirley,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,194120,VACANT,194116,000000000015,10841,New Jersey General Assembly,,2,VACANT,4411,STATE,2018-01-15 00:00:00+00,#,LOWER,NJ,2018-02-15 00:00:00+00
,196137,Caputo,15779,000000000028,10854,New Jersey General Assembly,Democrat,2,Ralph,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,27129,Cruz-Perez,10447,000000000005,10831,New Jersey General Assembly,Democrat,2,Nilsa,4411,STATE,0001-01-01 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
Paterson,176928,Mendez,174019,At Large,858475,Paterson City Council,,1,Domingo,4618,LOCAL,2016-07-01 00:00:00+00,#,LOWER,NJ,2020-07-01 00:00:00+00
,109964,Watson Coleman,11387,000000000015,10841,New Jersey General Assembly,Democrat,2,Bonnie,4411,STATE,2012-01-10 00:00:00+00,159805,LOWER,NJ,2015-01-06 00:00:00+00
,7049,Doherty,7049,000000000023,10849,New Jersey General Assembly,Republican,2,Michael,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
,63040,Schroeder,4291,000000000039,10865,New Jersey General Assembly,Republican,2,Robert,4411,STATE,2012-01-12 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
,90412,Dancer,15192,000000000030,546950,New Jersey General Assembly,Republican,0,Ronald,4411,STATE,2002-01-10 00:00:00+00,#,LOWER,NJ,2012-01-10 00:00:00+00
Atlantic City,192074,Tibbitt,7312,At Large,2007,Atlantic City Council,,3,George,1620,LOCAL,2010-01-01 00:00:00+00,#,LOWER,NJ,2022-01-01 00:00:00+00
,10097,Norcross,10097,000000000005,10831,New Jersey General Assembly,Democrat,2,Donald,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-01-19 00:00:00+00
,196134,Bucco,7313,000000000025,10851,New Jersey General Assembly,Republican,2,Anthony,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
Woodbridge,192115,DeJesus,173680,At Large,858528,Woodbridge Township Council,,1,Lizbeth,4297,LOCAL,2016-01-01 00:00:00+00,#,LOWER,NJ,2020-01-01 00:00:00+00
Jersey City,55907,Flood,11408,At Large,2131,Jersey City City Council,,3,Willie,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,15826,Chiappone,15826,000000000031,10857,New Jersey General Assembly,Democrat,2,Anthony,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-07-16 00:00:00+00
,56549,Chiesa,56230,NJ,47,United States Senate,Republican,2,Jeffrey,2675,NATIONAL,2013-06-10 13:58:40+00,#,UPPER,NJ,2013-11-01 00:00:00+00
Jersey City,129085,VACANT,129083,B,2306,Jersey City City Council,,1,VACANT,4225,LOCAL,2016-05-01 00:00:00+00,#,LOWER,NJ,2016-06-02 00:00:00+00
,121696,Fuentes,3276,000000000005,10831,New Jersey General Assembly,Democrat,2,Angel,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2016-01-12 00:00:00+00
,196191,McKeon,16045,000000000027,10853,New Jersey General Assembly,Democrat,2,John,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2020-01-14 00:00:00+00
,196091,Codey,5523,000000000027,4645,New Jersey State Senate,Democrat,1,Richard,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
Jersey City,55913,Richardson,16039,F,2347,Jersey City City Council,,1,Viola,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2013-07-01 00:00:00+00
,62927,Buono,6655,000000000018,4634,New Jersey State Senate,Democrat,1,Barbara,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2014-01-14 00:00:00+00
,241,Smith,241,000000000031,10857,New Jersey General Assembly,Democrat,2,L. Harvey,4411,STATE,2010-01-12 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
,6211,Delany,6211,000000000008,10834,New Jersey General Assembly,Republican,2,Patrick ,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,0001-01-02 00:00:00+00
Jersey City,1638,Kenny,1638,B,2306,Jersey City City Council,,1,Philip,4225,LOCAL,2009-07-01 00:00:00+00,#,LOWER,NJ,2009-10-14 00:00:00+00
,27241,Payne,23218,000000000010,1483,United States House of Representatives,Democrat,0,Donald,4507,NATIONAL,2012-11-15 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,180290,O'Toole,15696,000000000040,4659,New Jersey State Senate,Republican,1,Kevin,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2017-07-01 00:00:00+00
Woodbridge,192103,McCormac,173598,WOODBRIDGE,859097,Mayor of Woodbridge Township,,1,John,3368,LOCAL,2016-07-01 00:00:00+00,#,EXEC,NJ,2022-01-01 00:00:00+00
Edison,197122,Joshi,182761,At Large,859203,Edison Township Council,,1,Samip,4341,LOCAL,2017-12-31 00:00:00+00,#,LOWER,NJ,2021-12-31 00:00:00+00
,5357,Rothman,5357,000000000009,1474,United States House of Representatives,Democrat,0,Steven,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
,62994,Connors,14894,000000000033,10859,New Jersey General Assembly,Democrat,2,Sean ,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
,200343,Diegnan,11643,000000000018,4634,New Jersey State Senate,Democrat,1,Patrick,2363,STATE,2016-05-10 00:00:00+00,128549,UPPER,NJ,2022-01-11 00:00:00+00
,180291,VACANT,180289,000000000040,4659,New Jersey State Senate,,1,VACANT,2363,STATE,2017-07-01 00:00:00+00,#,UPPER,NJ,2017-10-05 00:00:00+00
,162468,Lance,6349,000000000007,757335,United States House of Representatives,Republican,1,Leonard,4507,NATIONAL,2013-01-03 00:00:00+00,#,LOWER,NJ,2019-01-03 00:00:00+00
,15380,Pascrell,15380,000000000008,1477,United States House of Representatives,Democrat,0,William,4507,NATIONAL,2011-01-04 00:00:00+00,#,LOWER,NJ,2013-01-03 00:00:00+00
Elizabeth,195709,Gonzalez,174879,2,858448,Elizabeth City Council,,1,Nelson,4383,LOCAL,2015-01-01 00:00:00+00,#,LOWER,NJ,2019-01-01 00:00:00+00
,198734,Lagana,67126,000000000038,10864,New Jersey General Assembly,Democrat,2,Joseph,4411,STATE,2014-01-14 00:00:00+00,200263,LOWER,NJ,2018-04-12 00:00:00+00
,27121,Love,16896,000000000004,10830,New Jersey General Assembly,Democrat,2,Sandra,4411,STATE,2008-01-08 00:00:00+00,#,LOWER,NJ,2010-01-12 00:00:00+00
,196040,Sweeney,10494,000000000003,4617,New Jersey State Senate,Democrat,1,Stephen,2363,STATE,2012-01-10 00:00:00+00,#,UPPER,NJ,2022-01-11 00:00:00+00
,179016,Christie,10249,NJ,533,New Jersey Governor,Republican,2,Chris,4434,STATE,2010-01-19 00:00:00+00,#,EXEC,NJ,2018-01-15 00:00:00+00
,63034,Rudder,11587,000000000008,10834,New Jersey General Assembly,Republican,2,Scott,4411,STATE,2012-01-10 00:00:00+00,#,LOWER,NJ,2014-01-14 00:00:00+00
